time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Category,Referrals,Referrals_rate,Re_referrals,Re_referrals_percent,No_Further_Action,No_Further_Action_percent,Not_in_Need,Not_in_Need_percent,Referrals_child,Referrals_child_rate,Re_referrals_child,Re_referrals_child_percent
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Referrals and Re-referrals,2415,755.9,306,12.7,141,5.8,789,32.7,2250,704.3,285,12.7
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Referrals and Re-referrals,2265,400.9,348,15.4,0,0,320,14.1,2114,374.2,324,15.3
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Referrals and Re-referrals,1650,408.3,296,17.9,162,9.8,298,18.1,1525,377.4,271,17.8
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Referrals and Re-referrals,5002,844.1,1480,29.6,14,0.3,1416,28.3,4328,730.4,1221,28.2
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Referrals and Re-referrals,1246,455.2,124,10,c,c,269,21.6,1181,431.4,115,9.7
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Referrals and Re-referrals,1937,663.5,x,x,61,3.1,344,17.8,1706,584.4,355,20.8
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Referrals and Re-referrals,2762,645.6,521,18.9,296,10.7,408,14.8,2486,581.1,441,17.7
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Referrals and Re-referrals,4261,784.3,1118,26.2,1076,25.3,1138,26.7,3617,665.7,946,26.2
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Referrals and Re-referrals,2031,530.5,462,22.7,c,c,353,17.4,1825,476.7,389,21.3
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Referrals and Re-referrals,2523,878.4,523,20.7,0,0,c,c,2247,782.3,452,20.1
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Referrals and Re-referrals,4437,671,868,19.6,752,16.9,1231,27.7,3983,602.4,762,19.1
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Referrals and Re-referrals,2082,488.5,481,23.1,96,4.6,399,19.2,1857,435.7,418,22.5
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Referrals and Re-referrals,3749,500,821,21.9,44,1.2,1349,36,3317,442.3,689,20.8
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Referrals and Re-referrals,2782,419.9,509,18.3,101,3.6,805,28.9,2530,381.9,456,18
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Referrals and Re-referrals,4469,480.9,1086,24.3,269,6,1661,37.2,3964,426.5,918,23.2
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Referrals and Re-referrals,995,351.9,106,10.7,7,0.7,277,27.8,972,343.7,103,10.6
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Referrals and Re-referrals,2841,874.2,757,26.6,318,11.2,939,33.1,2368,728.7,613,25.9
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Referrals and Re-referrals,12156,495.5,1959,16.1,19,0.2,2527,20.8,11337,462.1,1750,15.4
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Referrals and Re-referrals,7531,826.5,1833,24.3,237,3.1,2119,28.1,6698,735.1,1530,22.8
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Referrals and Re-referrals,11368,968.1,3217,28.3,2318,20.4,4692,41.3,9625,819.7,2479,25.8
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Referrals and Re-referrals,2732,468.7,437,16,205,7.5,808,29.6,2514,431.3,392,15.6
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Referrals and Re-referrals,2632,517.7,517,19.6,15,0.6,813,30.9,2435,479,456,18.7
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Referrals and Re-referrals,4185,777.7,956,22.8,1235,29.5,441,10.5,3672,682.4,809,22
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Referrals and Re-referrals,2601,489.1,458,17.6,24,0.9,410,15.8,2388,449,410,17.2
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Referrals and Re-referrals,2268,625.4,523,23.1,110,4.9,452,19.9,1995,550.1,428,21.5
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Referrals and Re-referrals,2969,480.2,550,18.5,396,13.3,704,23.7,2734,442.2,483,17.7
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Referrals and Re-referrals,1471,300.3,255,17.3,76,5.2,591,40.2,1352,276,232,17.2
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Referrals and Re-referrals,2483,458.3,648,26.1,295,11.9,230,9.3,2050,378.4,511,24.9
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Referrals and Re-referrals,1354,304.5,259,19.1,331,24.4,171,12.6,1243,279.5,232,18.7
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Referrals and Re-referrals,4615,682.6,1169,25.3,94,2,1542,33.4,4034,596.7,980,24.3
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Referrals and Re-referrals,4519,668.9,1293,28.6,270,6,1290,28.5,3851,570.1,1053,27.3
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Referrals and Re-referrals,2996,603.5,806,26.9,325,10.8,898,30,2601,524,658,25.3
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Referrals and Re-referrals,5549,396.7,809,14.6,207,3.7,509,9.2,5068,362.3,677,13.4
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Referrals and Re-referrals,2451,535.6,571,23.3,63,2.6,785,32,2192,479,503,22.9
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Referrals and Re-referrals,4479,685.6,1030,23,63,1.4,1682,37.6,3942,603.4,866,22
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Referrals and Re-referrals,2806,447.3,477,17,0,0,c,c,2621,417.8,437,16.7
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Referrals and Re-referrals,3893,701.2,612,15.7,292,7.5,895,23,3641,655.8,559,15.4
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Referrals and Re-referrals,5716,579,1355,23.7,1144,20,3185,55.7,4872,493.5,1106,22.7
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Referrals and Re-referrals,10535,648,2651,25.2,819,7.8,5427,51.5,9291,571.4,2225,23.9
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Referrals and Re-referrals,1725,504.1,199,11.5,279,16.2,0,0,1611,470.8,182,11.3
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Referrals and Re-referrals,1998,566.1,441,22.1,535,26.8,611,30.6,1771,501.8,379,21.4
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Referrals and Re-referrals,3992,340.4,882,22.1,118,3,1333,33.4,3587,305.9,764,21.3
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Referrals and Re-referrals,4599,815.9,1286,28,164,3.6,239,5.2,4009,711.2,1077,26.9
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Referrals and Re-referrals,6332,546.4,1826,28.8,1369,21.6,1687,26.6,5530,477.2,1484,26.8
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Referrals and Re-referrals,12209,1752.8,8254,67.6,3783,31,148,1.2,5737,823.6,3520,61.4
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Referrals and Re-referrals,689,187.9,73,10.6,0,0,267,38.8,661,180.3,68,10.3
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Referrals and Re-referrals,3582,610,478,13.3,755,21.1,100,2.8,3311,563.8,443,13.4
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Referrals and Re-referrals,8598,560.3,1802,21,1526,17.7,2751,32,7716,502.9,1540,20
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Referrals and Re-referrals,3535,431.2,731,20.7,464,13.1,825,23.3,3212,391.8,643,20
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Referrals and Re-referrals,4461,329.1,822,18.4,1557,34.9,31,0.7,3975,293.2,711,17.9
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Referrals and Re-referrals,5523,388.2,569,10.3,373,6.8,1309,23.7,5396,379.3,545,10.1
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Referrals and Re-referrals,16687,1026.1,6101,36.6,6688,40.1,4004,24,13040,801.8,4394,33.7
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Referrals and Re-referrals,5812,881.9,1319,22.7,689,11.9,578,9.9,5173,784.9,1150,22.2
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Referrals and Re-referrals,8905,545.4,2127,23.9,0,0,4802,53.9,7783,476.7,1806,23.2
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Referrals and Re-referrals,206,266.1,58,28.2,0,0,8,3.9,162,209.3,54,33.3
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Referrals and Re-referrals,13013,458.2,2507,19.3,629,4.8,3567,27.4,11964,421.3,2195,18.3
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Referrals and Re-referrals,8011,1066.4,2193,27.4,88,1.1,3212,40.1,6815,907.2,1784,26.2
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Referrals and Re-referrals,4282,629.5,756,17.7,437,10.2,1214,28.4,3876,569.8,655,16.9
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Referrals and Re-referrals,2992,829.8,641,21.4,811,27.1,39,1.3,2992,829.8,641,21.4
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Referrals and Re-referrals,3338,424,384,11.5,267,8,973,29.1,3150,400.1,356,11.3
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Referrals and Re-referrals,1812,305.3,352,19.4,286,15.8,312,17.2,1693,285.2,322,19
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Referrals and Re-referrals,2761,605,713,25.8,913,33.1,408,14.8,2373,519.9,571,24.1
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Referrals and Re-referrals,8468,501.6,1594,18.8,811,9.6,2616,30.9,7654,453.4,1364,17.8
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Referrals and Re-referrals,5006,891.8,1087,21.7,75,1.5,2274,45.4,4418,787.1,943,21.3
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Referrals and Re-referrals,2036,519.3,349,17.1,35,1.7,748,36.7,1809,461.4,292,16.1
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Referrals and Re-referrals,3899,599.2,987,25.3,288,7.4,1604,41.1,3417,525.1,821,24
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Referrals and Re-referrals,5975,530.1,1483,24.8,850,14.2,893,14.9,5122,454.4,1176,23
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Referrals and Re-referrals,4010,687.6,832,20.7,28,0.7,1497,37.3,3582,614.2,722,20.2
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Referrals and Re-referrals,4966,431,903,18.2,35,0.7,1755,35.3,4484,389.2,783,17.5
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Referrals and Re-referrals,1275,335.8,137,10.7,0,0,288,22.6,1213,319.5,125,10.3
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Referrals and Re-referrals,3918,295.3,764,19.5,311,7.9,1338,34.2,3573,269.3,649,18.2
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Referrals and Re-referrals,2370,398,484,20.4,249,10.5,885,37.3,2122,356.4,409,19.3
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Referrals and Re-referrals,13379,441.6,3482,26,1870,14,5026,37.6,11529,380.5,2854,24.8
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Referrals and Re-referrals,6717,254.2,1060,15.8,96,1.4,2796,41.6,6198,234.6,947,15.3
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Referrals and Re-referrals,2814,502.2,489,17.4,47,1.7,319,11.3,2504,446.9,421,16.8
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Referrals and Re-referrals,8533,508.3,2074,24.3,373,4.4,1642,19.2,7416,441.8,1722,23.2
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Referrals and Re-referrals,4710,988.7,1347,28.6,1275,27.1,977,20.7,3795,796.6,1026,27
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Referrals and Re-referrals,1499,390.1,298,19.9,33,2.2,495,33,1343,349.5,261,19.4
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Referrals and Re-referrals,7671,506.1,1796,23.4,c,c,2834,36.9,6734,444.3,1494,22.2
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Referrals and Re-referrals,2423,591,425,17.5,44,1.8,737,30.4,2240,546.4,360,16.1
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Referrals and Re-referrals,1306,464.1,225,17.2,226,17.3,238,18.2,1168,415.1,186,15.9
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Referrals and Re-referrals,3426,669.9,1101,32.1,327,9.5,929,27.1,3022,590.9,912,30.2
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Referrals and Re-referrals,6958,576.3,1846,26.5,1134,16.3,51,0.7,5778,478.6,1464,25.3
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Referrals and Re-referrals,3198,301.9,465,14.5,81,2.5,189,5.9,2937,277.3,413,14.1
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Referrals and Re-referrals,16666,590.8,4695,28.2,1673,10,6066,36.4,14102,499.9,3757,26.6
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Referrals and Re-referrals,2389,942.6,786,32.9,256,10.7,9,0.4,1929,761.1,610,31.6
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Referrals and Re-referrals,15342,464.4,3197,20.8,107,0.7,5866,38.2,13705,414.9,2676,19.5
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Referrals and Re-referrals,3368,533.7,556,16.5,404,12,792,23.5,3112,493.2,509,16.4
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Referrals and Re-referrals,2769,417.8,580,20.9,643,23.2,560,20.2,2392,360.9,464,19.4
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Referrals and Re-referrals,6750,476.6,1712,25.4,565,8.4,2122,31.4,5763,406.9,1326,23
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Referrals and Re-referrals,2093,478.3,407,19.4,52,2.5,368,17.6,1852,423.3,358,19.3
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Referrals and Re-referrals,3078,845,647,21,308,10,947,30.8,2671,733.3,559,20.9
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Referrals and Re-referrals,2774,683.9,522,18.8,29,1,384,13.8,2502,616.9,429,17.1
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Referrals and Re-referrals,4116,839.1,790,19.2,0,0,0,0,3759,766.3,700,18.6
